chr1	35736110	35736693	ENSG00000271164[1,1,1]	0	-	35736110	35736110	0	1	583,	0,	chr1	35736160	35736643	retro_human_9728|CFAP97P1-201|processed_pseudogene	0	-	AGO1	483
chr1	36104727	36105086	ENSG00000231849[1,1,1]	0	-	36104727	36104727	0	1	359,	0,	chr1	36104777	36105036	retro_human_9732|UBE2V2P4-201|processed_pseudogene	0	-	THRAP3	259
chr1	38251020	38251704	ENSG00000275350[1,1,1]	0	-	38251020	38251020	0	1	684,	0,	chr1	38251070	38251654	AL513479.1-201|processed_pseudogene	0	-	LOC105378657	584
chr1	43614221	43614592	ENSG00000233674[1,1,1]	0	+	43614433	43614577	0	1	371,	0,	chr1	43614271	43614542	retro_human_10715|AL451062.2-201|processed_pseudogene	0	+	ST3GAL3,AL451062.3	271
chr1	45286521	45286946	ENSG00000236872[1,1,1]	0	+	45286521	45286521	0	1	425,	0,	chr1	45286571	45286896	retro_human_5067|PPIAP36-201|processed_pseudogene	0	+	TESK2,AL451136.1	325
chr1	45523330	45524218	ENSG00000234329[1,1,1]	0	-	45523335	45523695	0	1	888,	0,	chr1	45523380	45524168	retro_human_891|AL604028.2-201|processed_pseudogene	0	-	MSTRG.173,GPBP1L1	788
chr1	46541731	46545469	ENSG00000123472[6,8,9]	0	-	46542231	46542351	0	2	873,173,	0,3565,	chr1	46543149	46543615	NENFP1-201|processed_pseudogene	0	-	ATPAF1	466
chr1	46543099	46543665	ENSG00000233647[1,1,1]	0	-	46543232	46543358	0	1	566,	0,	chr1	46543149	46543615	NENFP1-201|processed_pseudogene	0	-	ATPAF1	466
chr1	51130458	51131428	ENSG00000233406[1,1,1]	0	-	51130458	51130458	0	1	970,	0,	chr1	51130508	51131378	retro_human_6076|AL162430.1-201|processed_pseudogene	0	-	MSTRG.186,RNF11	870
chr1	51587014	51588114	ENSG00000236973[1,1,1]	0	-	51587014	51587014	0	1	1100,	0,	chr1	51587064	51588064	retro_human_687|GAPDHP51-201|processed_pseudogene	0	-	OSBPL9	1000
chr1	56498222	56498465	ENSG00000225475[1,1,1]	0	-	56498222	56498222	0	1	243,	0,	chr1	56498274	56498415	AC099789.1-201|processed_pseudogene	0	-	PLPP3	141
chr1	58430826	58431347	ENSG00000270209[1,1,1]	0	-	58430826	58430826	0	1	521,	0,	chr1	58430876	58431297	AL035411.2-201|processed_pseudogene	0	-	AL035411.3	421
chr1	58877945	58878864	ENSG00000228121[1,1,1]	0	+	58877945	58877945	0	1	919,	0,	chr1	58877995	58878814	retro_human_245|PHBP3-201|processed_pseudogene	0	+	LINC01358	819
chr1	67926766	67927252	ENSG00000228431[1,1,1]	0	-	67926939	67927104	0	1	486,	0,	chr1	67926816	67927202	retro_human_6882|ARL5AP3-201|processed_pseudogene	0	-	DIRAS3,GNG12-AS1	386
chr1	69483437	69484984	ENSG00000270615[1,1,1]	0	-	69483437	69483437	0	1	1547,	0,	chr1	69483487	69484934	retro_human_8967|SGO1P1-201|processed_pseudogene	0	-	LRRC7	1447
chr1	71244763	71245113	ENSG00000226324[1,1,1]	0	-	71244763	71244763	0	1	350,	0,	chr1	71244813	71245063	retro_human_8970|AL358453.1-201|processed_pseudogene	0	-	ZRANB2-AS2	250
chr1	76191476	76192240	ENSG00000223905[1,1,1]	0	-	76191476	76191476	0	1	764,	0,	chr1	76191526	76192190	retro_human_8964|AC103592.1-201|processed_pseudogene	0	-	ST6GALNAC3	664
chr1	76967243	76967898	ENSG00000226084[1,1,1]	0	+	76967243	76967243	0	1	655,	0,	chr1	76967293	76967848	retro_human_6608|AC113935.1-201|processed_pseudogene	0	+	PIGK	555
chr1	76967559	76967898	ENSG00000226084[2,1,1]	0	+	76967559	76967559	0	1	339,	0,	chr1	76967293	76967848	retro_human_6608|AC113935.1-201|processed_pseudogene	0	+	PIGK	289
chr1	85870340	85871176	ENSG00000229505[1,1,1]	0	+	85870340	85870340	0	1	836,	0,	chr1	85870390	85871126	AC104455.1-201|processed_pseudogene	0	+	COL24A1	736
chr1	93045291	93045576	ENSG00000225297[1,1,1]	0	-	93045291	93045291	0	1	285,	0,	chr1	93045341	93045526	AC126124.1-201|processed_pseudogene	0	-	CCDC18	185
chr1	97433693	97434227	ENSG00000226128[1,1,1]	0	+	97433693	97433693	0	1	534,	0,	chr1	97433743	97434177	retro_human_5786|RPL26P9-201|processed_pseudogene	0	+	DPYD	434
chr1	100097007	100097329	ENSG00000230287[1,1,1]	0	+	100097007	100097007	0	1	322,	0,	chr1	100097057	100097279	AL445928.1-201|processed_pseudogene	0	+	DBT,AL445928.2	222
chr1	109025589	109026244	ENSG00000244716[1,1,1]	0	+	109025589	109025589	0	1	655,	0,	chr1	109025639	109026194	retro_human_5371|BX679664.3-201|processed_pseudogene	0	+	WDR47	555
chr1	110271678	110271955	ENSG00000282852[1,1,1]	0	+	110271678	110271678	0	1	277,	0,	chr1	110271728	110271905	retro_human_37|AL137790.2-201|processed_pseudogene	0	+	KCNC4	177
chr1	111663125	111664479	ENSG00000215867[1,1,1]	0	-	111663125	111663125	0	1	1354,	0,	chr1	111663175	111664429	retro_human_1262|KRT18P57-201|processed_pseudogene	0	-	RAP1A	1254
chr1	113710454	113711302	ENSG00000232450[1,1,1]	0	-	113710867	113711074	0	1	848,	0,	chr1	113710504	113711252	retro_human_6679|AL133517.1-201|transcribed_processed_pseudogene	0	-	PHTF1	748
chr1	119139716	119140567	ENSG00000236804[1,1,1]	0	-	119140244	119140517	0	1	851,	0,	chr1	119139764	119140517	retro_human_854|RPS3AP12-201|processed_pseudogene	0	-	WARS2	753
chr1	120445453	120447402	ENSG00000270392[1,1,1]	0	-	120445453	120445453	0	1	1949,	0,	chr1	120445503	120447337	retro_human_7827|PFN1P2-201|transcribed_processed_pseudogene	0	-	NBPF8	1834
chr1	120445453	120447402	ENSG00000270392[1,1,1]	0	-	120445453	120445453	0	1	1949,	0,	chr1	120446955	120447352	PFN1P2-202|transcribed_processed_pseudogene	0	-	NBPF8	397
chr1	120446905	120447402	ENSG00000270392[1,1,2]	0	-	120446905	120446905	0	1	497,	0,	chr1	120445503	120447337	retro_human_7827|PFN1P2-201|transcribed_processed_pseudogene	0	-	NBPF8	432
chr1	120446905	120447402	ENSG00000270392[1,1,2]	0	-	120446905	120446905	0	1	497,	0,	chr1	120446955	120447352	PFN1P2-202|transcribed_processed_pseudogene	0	-	NBPF8	397
chr1	121511661	121513309	ENSG00000233432[1,1,1]	0	+	121511661	121511661	0	1	1648,	0,	chr1	121511711	121513259	retro_human_1733|MTIF2P1-201|processed_pseudogene	0	+	AL592494.1	1548
chr1	144089716	144089927	ENSG00000271644[1,1,1]	0	+	144089716	144089716	0	1	211,	0,	chr1	144089766	144089877	AC242498.1-201|processed_pseudogene	0	+	SRGAP2B	111
chr1	147584025	147584920	ENSG00000236806[1,1,1]	0	-	147584920	147584920	0	1	895,	0,	chr1	147584075	147584870	retro_human_10897|RPL7AP15-201|processed_pseudogene	0	-	AC242426.2,FMO5,CHD1L	795
chr1	146489311	146489742	ENSG00000235988[1,1,1]	0	+	146489742	146489742	0	1	431,	0,	chr1	146489361	146489692	AC245100.5-201|processed_pseudogene	0	+	LINC01138,AC245100.1	331
chr1	153027802	153028173	ENSG00000236327[1,1,1]	0	+	153027802	153027802	0	1	371,	0,	chr1	153027852	153028123	retro_human_2915|AL831737.1-201|processed_pseudogene	0	+	GATAD2B	271
chr1	154571686	154572871	ENSG00000237872[1,1,1]	0	+	154571686	154571686	0	1	1185,	0,	chr1	154571736	154572821	retro_human_5934|POU5F1P4-201|processed_pseudogene	0	+	MSTRG.397,ASH1L	1085
chr1	156265157	156265567	ENSG00000235700[1,1,1]	0	+	156265157	156265157	0	1	410,	0,	chr1	156265207	156265517	retro_human_182|CYCSP52-201|processed_pseudogene	0	+	ETV3	310
chr1	160171858	160172131	ENSG00000232879[1,1,1]	0	+	160171858	160171858	0	1	273,	0,	chr1	160171908	160172081	AL591806.1-201|processed_pseudogene	0	+	AL591806.3	173
chr1	165017642	165018212	ENSG00000230175[1,1,1]	0	+	165017642	165017642	0	1	570,	0,	chr1	165017692	165018162	retro_human_3472|AL451074.4-201|processed_pseudogene	0	+	ALDH9A1	470
chr1	165621622	165623691	ENSG00000215835[1,1,1]	0	-	165621622	165621622	0	1	2069,	0,	chr1	165621672	165623641	retro_human_7732|AL596087.1-201|processed_pseudogene	0	-	AL596087.2,LOC112268276	1969
chr1	166214531	166215093	ENSG00000225171[1,1,1]	0	+	166214531	166214531	0	1	562,	0,	chr1	166214581	166215043	retro_human_3466|DUTP6-201|processed_pseudogene	0	+	TADA1	462
chr1	167895813	167899139	ENSG00000143185[1,1,1]	0	-	167896045	167899056	0	3	398,115,144,	0,1271,3182,	chr1	167897828	167898446	retro_human_1763|AL031736.1-201|processed_pseudogene	0	+	XCL2	618
chr1	167897778	167898496	ENSG00000227777[1,1,1]	0	+	167897778	167897778	0	1	718,	0,	chr1	167897828	167898446	retro_human_1763|AL031736.1-201|processed_pseudogene	0	+	XCL2	618
chr1	167931514	167937211	ENSG00000143184[2,1,1]	0	+	167931729	167936309	0	3	276,115,1068,	0,3640,4629,	chr1	167933744	167934531	retro_human_7725|AL031736.2-201|processed_pseudogene	0	-	XCL1	787
chr1	167931646	167937211	ENSG00000143184[1,1,1]	0	+	167931729	167936309	0	3	144,115,1068,	0,3508,4497,	chr1	167933744	167934531	retro_human_7725|AL031736.2-201|processed_pseudogene	0	-	XCL1	787
chr1	167931646	167936544	ENSG00000143184[1,1,2]	0	+	167931729	167936309	0	3	144,115,401,	0,3508,4497,	chr1	167933744	167934531	retro_human_7725|AL031736.2-201|processed_pseudogene	0	-	XCL1	787
chr1	167933694	167934581	ENSG00000229757[1,1,1]	0	-	167933694	167933694	0	1	887,	0,	chr1	167933744	167934531	retro_human_7725|AL031736.2-201|processed_pseudogene	0	-	XCL1	787
chr1	168829356	168829556	ENSG00000234604[1,1,1]	0	-	168829356	168829356	0	1	200,	0,	chr1	168829406	168829506	AL021068.1-201|processed_pseudogene	0	-	SLC19A2	100
chr1	178492702	178492973	ENSG00000234041[1,1,1]	0	+	178492702	178492702	0	1	271,	0,	chr1	178492752	178492923	AL512326.5-201|processed_pseudogene	0	+	MSTRG.460,ABL2	171
chr1	183929686	183931111	ENSG00000232036[1,1,1]	0	+	183930428	183930929	0	1	1425,	0,	chr1	183929736	183931061	retro_human_2698|AL078645.2-201|processed_pseudogene	0	+	C1orf21	1325
chr1	202518473	202519304	ENSG00000236523[1,1,1]	0	+	202518473	202518473	0	1	831,	0,	chr1	202518523	202519254	retro_human_9117|NPM1P40-201|processed_pseudogene	0	+	CHIT1	731
chr1	204355499	204356383	ENSG00000271580[1,1,1]	0	+	204355499	204355499	0	1	884,	0,	chr1	204355549	204356333	retro_human_3245|AL583832.1-201|processed_pseudogene	0	+	RBBP5	784
chr1	204466507	204467159	ENSG00000213041[1,1,1]	0	+	204466507	204466507	0	1	652,	0,	chr1	204466557	204467109	retro_human_3243|AC093422.1-201|processed_pseudogene	0	+	DSTYK,MSTRG.514	552
chr1	205793057	205793949	ENSG00000234981[1,1,1]	0	+	205793107	205793896	0	1	892,	0,	chr1	205793107	205793899	retro_human_3240|AC244034.1-201|processed_pseudogene	0	+	RASSF5	792
chr1	206170182	206170748	ENSG00000271680[1,1,1]	0	+	206170182	206170182	0	1	566,	0,	chr1	206170232	206170698	AC098935.2-201|processed_pseudogene	0	+	FCMR	466
chr1	206415403	206415580	ENSG00000226565[1,1,1]	0	-	206415403	206415403	0	1	177,	0,	chr1	206415453	206415530	AL445493.1-201|processed_pseudogene	0	-	LOC107985251	77
chr1	219446842	219447607	ENSG00000270585[1,1,1]	0	+	219446842	219446842	0	1	765,	0,	chr1	219446892	219447557	retro_human_8299|AL445435.1-201|processed_pseudogene	0	+	RAB3GAP2,MSTRG.545	665
chr1	221495756	221496820	ENSG00000227613[1,1,1]	0	-	221495756	221495756	0	1	1064,	0,	chr1	221495806	221496770	retro_human_4043|QRSL1P2-201|processed_pseudogene	0	-	AL356108.1	964
chr1	222179518	222179794	ENSG00000234523[1,1,1]	0	+	222179518	222179518	0	1	276,	0,	chr1	222179568	222179744	retro_human_2424|NDUFB1P2-201|processed_pseudogene	0	+	DISP1,MSTRG.549	176
chr1	226146030	226146329	ENSG00000228525[1,1,1]	0	-	226146030	226146030	0	1	299,	0,	chr1	226146080	226146279	AL353689.1-201|processed_pseudogene	0	-	COQ8A	199
chr1	226787308	226788079	ENSG00000225934[1,1,1]	0	-	226787308	226787308	0	1	771,	0,	chr1	226787358	226788029	FAM133FP-201|processed_pseudogene	0	-	ZNF678	671
chr1	244014612	244015009	ENSG00000227735[1,1,1]	0	-	244014612	244014612	0	1	397,	0,	chr1	244014662	244014959	retro_human_4467|CYCSP5-201|processed_pseudogene	0	-	CATSPERE	297
chr1	245599880	245600407	ENSG00000225222[1,1,1]	0	+	245599880	245599880	0	1	527,	0,	chr1	245599930	245600357	retro_human_143|CHCHD4P5-201|processed_pseudogene	0	+	SMYD3	427
chr2	15428775	15429223	ENSG00000229087[1,1,1]	0	-	15429050	15429173	0	1	448,	0,	chr2	15428825	15429173	retro_human_11185|RPS26P18-201|processed_pseudogene	0	-	NBAS,MSTRG.2986	348
chr2	25891741	25892347	ENSG00000218682[1,1,1]	0	-	25892006	25892270	0	1	606,	0,	chr2	25891791	25892297	retro_human_329|AC064847.1-201|processed_pseudogene	0	-	ASXL2,MSTRG.3002	506
chr2	26136583	26137504	ENSG00000235440[1,1,1]	0	-	26136583	26136583	0	1	921,	0,	chr2	26136633	26137454	retro_human_332|RPS2P15-201|processed_pseudogene	0	-	RAB10	821
chr2	42468525	42469484	ENSG00000232526[1,1,1]	0	-	42468957	42469119	0	1	959,	0,	chr2	42468575	42469434	retro_human_4859|VDAC1P13-201|processed_pseudogene	0	-	KCNG3	859
chr2	64459211	64459740	ENSG00000237217[1,1,1]	0	+	64459211	64459211	0	1	529,	0,	chr2	64459261	64459690	AC008074.1-201|processed_pseudogene	0	+	LGALSL-DT	429
chr2	74315179	74316561	ENSG00000229798[1,1,1]	0	-	74315229	74315697	0	1	1382,	0,	chr2	74315229	74316511	retro_human_3956|KRT18P26-201|processed_pseudogene	0	-	AC006030.1,SLC4A5	1282
chr2	78442757	78443929	ENSG00000270470[1,1,1]	0	+	78442757	78442757	0	1	1172,	0,	chr2	78442807	78443879	AC064872.1-201|processed_pseudogene	0	+	LOC124906027	1072
chr2	81666977	81667329	ENSG00000233444[1,1,1]	0	-	81666977	81666977	0	1	352,	0,	chr2	81667027	81667279	AC013262.1-201|processed_pseudogene	0	-	LOC102724542	252
chr2	85362758	85362986	ENSG00000271014[1,1,1]	0	-	85362758	85362758	0	1	228,	0,	chr2	85362808	85362936	AC062037.1-201|processed_pseudogene	0	-	ELMOD3	128
chr2	97982121	97983249	ENSG00000235833[1,1,1]	0	-	97982416	97982539	0	1	1128,	0,	chr2	97982171	97983199	AC017099.1-201|processed_pseudogene	0	-	ANKRD36B	1028
chr2	101527024	101527403	ENSG00000271532[1,1,1]	0	+	101527024	101527024	0	1	379,	0,	chr2	101527074	101527353	retro_human_1699|BBIP1P1-201|processed_pseudogene	0	+	TBC1D8	279
chr2	101834235	101834804	ENSG00000226058[1,1,1]	0	+	101834235	101834235	0	1	569,	0,	chr2	101834285	101834754	retro_human_1696|AC092570.1-201|processed_pseudogene	0	+	LOC107985789,CREG2	469
chr2	120645762	120646525	ENSG00000236878[1,1,1]	0	+	120645762	120645762	0	1	763,	0,	chr2	120645813	120646475	MTATP6P26-201|processed_pseudogene	0	+	AC012363.1	662
chr2	127116611	127117510	ENSG00000235128[1,1,1]	0	+	127117082	127117457	0	1	899,	0,	chr2	127116661	127117460	AC013474.1-201|processed_pseudogene	0	+	GYPC	799
chr2	128587058	128587309	ENSG00000232101[1,1,1]	0	-	128587058	128587058	0	1	251,	0,	chr2	128587108	128587259	AC108059.1-201|processed_pseudogene	0	-	MSTRG.3217,UGGT1	151
chr2	143541297	143542506	ENSG00000224288[1,1,1]	0	-	143541297	143541297	0	1	1209,	0,	chr2	143541347	143542456	MTCYBP11-201|processed_pseudogene	0	-	ARHGAP15	1109
chr2	143542474	143543057	ENSG00000226839[1,1,1]	0	+	143542474	143542474	0	1	583,	0,	chr2	143542524	143543007	MTND6P11-201|processed_pseudogene	0	+	ARHGAP15	483
chr2	149890262	149890893	ENSG00000223604[1,1,1]	0	+	149890454	149890667	0	1	631,	0,	chr2	149890312	149890843	retro_human_6126|RPL17P13-201|processed_pseudogene	0	+	LYPD6	531
chr2	164779206	164779597	ENSG00000229641[1,1,1]	0	+	164779206	164779206	0	1	391,	0,	chr2	164779256	164779547	CYP2C56P-201|processed_pseudogene	0	+	AC016766.1	291
chr2	168171466	168173969	ENSG00000214211[1,1,1]	0	-	168171466	168171466	0	1	2503,	0,	chr2	168171516	168173919	retro_human_5495|CTAGE14P-201|processed_pseudogene	0	-	B3GALT1	2403
chr2	186853862	186854493	ENSG00000227692[1,1,1]	0	+	186853862	186853862	0	1	631,	0,	chr2	186853912	186854443	retro_human_2816|MED28P3-201|processed_pseudogene	0	+	LINC01473	531
chr2	194938544	194939206	ENSG00000225394[1,1,1]	0	-	194938544	194938544	0	1	662,	0,	chr2	194938594	194939156	retro_human_9227|AC106883.1-201|processed_pseudogene	0	-	LINC01821	562
chr2	197498623	197499749	ENSG00000225636[1,1,1]	0	+	197498623	197498623	0	1	1126,	0,	chr2	197498673	197499699	retro_human_10652|HNRNPA3P15-201|processed_pseudogene	0	+	ANKRD44	1026
chr2	198017348	198017611	ENSG00000231699[1,1,1]	0	+	198017348	198017348	0	1	263,	0,	chr2	198017398	198017561	retro_human_5105|AC020550.1-201|processed_pseudogene	0	+	HSPE1-MOB4,MOB4	163
chr2	202243283	202244220	ENSG00000230799[1,1,1]	0	+	202243283	202243283	0	1	937,	0,	chr2	202243333	202244170	retro_human_2418|RPS2P16-201|processed_pseudogene	0	+	ALS2,MSTRG.3341	837
chr2	203001407	203002096	ENSG00000236047[1,1,1]	0	+	203001540	203001720	0	1	689,	0,	chr2	203001457	203002046	retro_human_7887|RPL13AP12-201|processed_pseudogene	0	+	MSTRG.3343,BMPR2	589
chr2	203556135	203556693	ENSG00000225124[1,1,1]	0	-	203556135	203556135	0	1	558,	0,	chr2	203556185	203556643	retro_human_10298|RPL23AP36-201|processed_pseudogene	0	-	NBEAL1	458
chr2	208945986	208946475	ENSG00000227430[1,1,1]	0	-	208945986	208945986	0	1	489,	0,	chr2	208946036	208946425	retro_human_9890|H3P9-201|processed_pseudogene	0	-	PTH2R	389
chr2	213312912	213313797	ENSG00000231254[1,1,1]	0	+	213312912	213312912	0	1	885,	0,	chr2	213312962	213313747	retro_human_7524|PCED1CP-201|processed_pseudogene	0	+	AC093865.1	785
chr2	217268136	217268607	ENSG00000237930[1,1,1]	0	-	217268136	217268136	0	1	471,	0,	chr2	217268186	217268557	retro_human_9446|RPL31P14-201|processed_pseudogene	0	-	AC007563.2,IGFBP-AS1	371
chr2	218177193	218180159	ENSG00000224414[1,1,1]	0	+	218177193	218177193	0	1	2966,	0,	chr2	218177243	218180109	retro_human_7527|AC010886.1-201|processed_pseudogene	0	+	DIRC3	2866
chr2	218840138	218840736	ENSG00000230580[1,1,1]	0	+	218840138	218840138	0	1	598,	0,	chr2	218840188	218840686	retro_human_1682|RPL19P5-201|processed_pseudogene	0	+	CATIP-AS2	498
chr2	222017657	222018098	ENSG00000226726[1,1,1]	0	+	222017657	222017657	0	1	441,	0,	chr2	222017707	222018048	retro_human_1687|TMEM256P2-201|processed_pseudogene	0	+	EPHA4	341
chr2	223183650	223184612	ENSG00000203531[1,1,1]	0	-	223183650	223183650	0	1	962,	0,	chr2	223183700	223184559	retro_human_10992|AC104772.1-201|processed_pseudogene	0	-	MOGAT1	859
chr2	230184314	230184769	ENSG00000235993[1,1,1]	0	+	230184314	230184314	0	1	455,	0,	chr2	230184364	230184719	retro_human_7152|AC007559.1-201|processed_pseudogene	0	+	MSTRG.3396,DNER	355
chr2	241617781	241618100	ENSG00000235861[1,1,1]	0	+	241617781	241617781	0	1	319,	0,	chr2	241617831	241618050	AC005237.2-201|processed_pseudogene	0	+	PASK	219
chr3	300484	301193	ENSG00000231660[1,1,1]	0	-	300484	300484	0	1	709,	0,	chr3	300534	301143	RPS8P6-201|processed_pseudogene	0	-	CHL1	609
chr3	11524758	11525126	ENSG00000270531[1,1,1]	0	-	11524758	11524758	0	1	368,	0,	chr3	11524808	11525076	retro_human_10049|AC022001.1-201|processed_pseudogene	0	-	ATG7	268
chr3	12163488	12163932	ENSG00000233026[1,1,1]	0	-	12163800	12163911	0	1	444,	0,	chr3	12163538	12163882	MTCO1P5-201|processed_pseudogene	0	-	SYN2	344
chr3	17467283	17467744	ENSG00000227309[1,1,1]	0	+	17467283	17467283	0	1	461,	0,	chr3	17467333	17467694	retro_human_9204|AC140076.1-201|processed_pseudogene	0	+	TBC1D5,MSTRG.3801	361
chr3	24435120	24435580	ENSG00000229756[1,1,1]	0	+	24435120	24435120	0	1	460,	0,	chr3	24435170	24435530	retro_human_3728|RPL31P20-201|processed_pseudogene	0	+	THRB	360
chr3	27464552	27464965	ENSG00000227523[1,1,1]	0	+	27464552	27464552	0	1	413,	0,	chr3	27464602	27464915	retro_human_8037|RPS20P15-201|processed_pseudogene	0	+	SLC4A7,MSTRG.3809	313
chr3	32240874	32241146	ENSG00000270377[1,1,1]	0	-	32240874	32240874	0	1	272,	0,	chr3	32240924	32241096	AC097639.2-201|processed_pseudogene	0	-	CMTM8	172
chr3	32255969	32257360	ENSG00000234737[1,1,1]	0	+	32256896	32257307	0	1	1391,	0,	chr3	32256019	32257310	retro_human_4708|KRT18P15-201|processed_pseudogene	0	+	CMTM8	1291
chr3	41973360	41973778	ENSG00000234270[1,1,1]	0	+	41973360	41973360	0	1	418,	0,	chr3	41973410	41973729	retro_human_7225|RPL36P20-201|processed_pseudogene	0	+	ULK4	319
chr3	47682637	47683046	ENSG00000235695[1,1,1]	0	+	47682637	47682637	0	1	409,	0,	chr3	47682687	47682996	HIGD2AP2-201|processed_pseudogene	0	+	HIGD2AP2,SMARCC1,MSTRG.3859	309
chr3	48188284	48188626	ENSG00000235627[1,1,1]	0	+	48188284	48188284	0	1	342,	0,	chr3	48188334	48188576	retro_human_5554|SNRPFP4-201|processed_pseudogene	0	+	CDC25A	242
chr3	49788303	49788577	ENSG00000239576[1,1,1]	0	+	49788303	49788303	0	1	274,	0,	chr3	49788353	49788527	retro_human_5551|COX6CP14-201|processed_pseudogene	0	+	MSTRG.3884,IP6K1	174
chr3	50749398	50749968	ENSG00000213587[1,1,1]	0	-	50749398	50749398	0	1	570,	0,	chr3	50749448	50749918	retro_human_72|AC126120.1-201|processed_pseudogene	0	-	DOCK3	470
chr3	57570656	57571379	ENSG00000237186[1,1,1]	0	-	57571161	57571329	0	1	723,	0,	chr3	57570706	57571329	retro_human_1012|AC092418.1-201|processed_pseudogene	0	-	DNAH12	623
chr3	61785672	61786424	ENSG00000226360[1,1,1]	0	-	61785672	61785672	0	1	752,	0,	chr3	61785722	61786374	retro_human_1010|RPL10AP6-201|processed_pseudogene	0	-	PTPRG	652
chr3	62167645	62168132	ENSG00000237456[1,1,1]	0	-	62167645	62167645	0	1	487,	0,	chr3	62167695	62168100	retro_human_6381|AC104849.1-201|processed_pseudogene	0	-	PTPRG	405
chr3	65887532	65888189	ENSG00000223409[1,1,1]	0	+	65887532	65887532	0	1	657,	0,	chr3	65887582	65888139	retro_human_5162|RPL17P17-201|processed_pseudogene	0	+	MAGI1	557
chr3	81666183	81666569	ENSG00000240404[1,1,1]	0	+	81666183	81666183	0	1	386,	0,	chr3	81665681	81666249	retro_human_6020|SETP6-201|processed_pseudogene	0	-	MSTRG.3938,GBE1	66
chr3	81666183	81666569	ENSG00000240404[1,1,1]	0	+	81666183	81666183	0	1	386,	0,	chr3	81666233	81666519	AC017015.1-201|processed_pseudogene	0	+	MSTRG.3938,GBE1	286
chr3	84741520	84742530	ENSG00000241776[1,1,1]	0	-	84741520	84741520	0	1	1010,	0,	chr3	84741570	84742480	retro_human_6015|AC117482.1-201|processed_pseudogene	0	-	LINC00971	910
chr3	116461972	116462504	ENSG00000239280[1,1,1]	0	-	116461972	116461972	0	1	532,	0,	chr3	116462022	116462454	AC108693.1-201|processed_pseudogene	0	-	NAA50	432
chr3	119746546	119746988	ENSG00000243014[1,1,1]	0	+	119746546	119746546	0	1	442,	0,	chr3	119746596	119746938	retro_human_3131|PTMAP8-201|processed_pseudogene	0	+	LSAMP	342
chr3	122016498	122018768	ENSG00000242829[2,1,1]	0	+	122018081	122018291	0	1	2270,	0,	chr3	122018370	122018718	retro_human_3132|RPS26P21-201|processed_pseudogene	0	+	MSTRG.3985,ARHGAP31	348
chr3	122018320	122018768	ENSG00000242829[1,1,1]	0	+	122018320	122018320	0	1	448,	0,	chr3	122018370	122018718	retro_human_3132|RPS26P21-201|processed_pseudogene	0	+	MSTRG.3985,ARHGAP31	348
chr3	124213983	124214882	ENSG00000242445[1,1,1]	0	+	124213983	124213983	0	1	899,	0,	chr3	124214033	124214832	retro_human_9009|RPL7AP11-201|processed_pseudogene	0	+	POLQ	799
chr3	125202201	125202541	ENSG00000275348[1,1,1]	0	+	125202201	125202201	0	1	340,	0,	chr3	125202251	125202491	AC096861.1-201|processed_pseudogene	0	+	KPNA1	240
