kategoria,transkrypt,gc_pierwsza_polowa,gc_druga_polowa,dlugosc
INTERGENIC,"ENSG00000229367[1,1,1]|retro_human_2071|HMGN2P19-201|processed_pseudogene|chr1:228949235-228949600(+)",0.5714285714285714,0.46994535519125685,365
INTERGENIC,"ENSG00000233018[1,1,1]|retro_human_5729|AL732292.1-201|processed_pseudogene|chr1:234488863-234489189(-)",0.50920245398773,0.5153374233128835,326
INTERGENIC,"ENSG00000230199[1,1,1]|AL603825.1-201|processed_pseudogene|chr1:242386024-242386204(+)",0.5444444444444444,0.5333333333333333,180
INTERGENIC,"ENSG00000225401[1,1,1]|retro_human_4845|TGIF2P1-201|processed_pseudogene|chr1:243811315-243812100(-)",0.6020408163265306,0.5852417302798982,785
INTERGENIC,"ENSG00000226164[1,1,1]|FGFR3P6-201|processed_pseudogene|chr1:246551987-246552697(+)",0.6112676056338028,0.5802816901408451,710
INTERGENIC,"ENSG00000224014[1,1,1]|retro_human_130|AL390728.3-201|processed_pseudogene|chr1:246608262-246608632(+)",0.44324324324324327,0.4972972972972973,370
INTERGENIC,"ENSG00000233084[1,1,1]|retro_human_4465|RPL23AP25-201|processed_pseudogene|chr1:248375151-248375714(+)",0.49466192170818507,0.43617021276595747,563
INTERGENIC,"ENSG00000213403[1,1,1]|retro_human_7359|CISD1P1-201|processed_pseudogene|chr2:19859761-19860188(+)",0.4413145539906103,0.40186915887850466,427
INTERGENIC,"ENSG00000235411[1,1,1]|retro_human_5692|DRG1P1-201|processed_pseudogene|chr2:20273380-20274635(-)",0.507177033492823,0.4156050955414013,1255
INTERGENIC,"ENSG00000225024[1,1,1]|retro_human_325|RPL37P11-201|processed_pseudogene|chr2:26717273-26717665(-)",0.4846938775510204,0.3826530612244898,392
INTERGENIC,"ENSG00000237007[1,1,1]|retro_human_3107|KRT18P52-201|processed_pseudogene|chr2:31868910-31871896(-)",0.4320160750167448,0.5398526456798393,2986
INTERGENIC,"ENSG00000237007[1,1,1]|retro_human_6102|KRT18P52-201|processed_pseudogene|chr2:31868910-31871896(-)",0.4320160750167448,0.5398526456798393,2986
INTERGENIC,"ENSG00000271443[2,2,2]|retro_human_10337|AC011247.2-201|transcribed_processed_pseudogene|chr2:38542428-38543210(-)",0.7074626865671642,0.5462686567164179,670
INTERGENIC,"ENSG00000271443[2,2,2]|AC011247.2-202|transcribed_processed_pseudogene|chr2:38542428-38543210(-)",0.7074626865671642,0.5462686567164179,670
INTERGENIC,"ENSG00000271115[1,1,1]|retro_human_3162|EIF2S2P7-201|processed_pseudogene|chr2:57045308-57046395(-)",0.3775322283609576,0.39338235294117646,1087
INTERGENIC,"ENSG00000233426[1,1,1]|retro_human_8545|EIF3FP3-201|processed_pseudogene|chr2:58256218-58257404(+)",0.5919055649241147,0.5042158516020236,1186
INTERGENIC,"ENSG00000237522[1,1,1]|retro_human_9440|NONOP2-201|processed_pseudogene|chr2:60942604-60943935(-)",0.45864661654135336,0.5045045045045045,1331
INTERGENIC,"ENSG00000232713[1,1,1]|retro_human_9439|RPS12P3-201|processed_pseudogene|chr2:60943989-60944488(-)",0.5140562248995983,0.436,499
INTERGENIC,"ENSG00000242735[1,1,1]|retro_human_5408|RPSAP26-201|processed_pseudogene|chr2:62152589-62153430(+)",0.5142857142857142,0.5249406175771971,841
INTERGENIC,"ENSG00000227791[1,1,1]|retro_human_9108|RPS10P9-201|processed_pseudogene|chr2:64674995-64675553(+)",0.5089605734767025,0.5376344086021505,558
INTERGENIC,"ENSG00000273763[1,1,1]|AC007318.1-202|transcribed_processed_pseudogene|chr2:65213121-65213533(-)",0.4368932038834951,0.3640776699029126,412
INTERGENIC,"ENSG00000172974[1,1,1]|retro_human_10945|VDAC2P5-201|processed_pseudogene|chr2:65214727-65215708(+)",0.463265306122449,0.4623217922606925,981
INTERGENIC,"ENSG00000214533[1,1,1]|retro_human_8955|KRT18P33-201|processed_pseudogene|chr2:65677444-65678587(+)",0.5394045534150613,0.5611888111888111,1143
INTERGENIC,"ENSG00000236259[1,1,1]|retro_human_8954|PPIAP64-201|processed_pseudogene|chr2:68135763-68136346(+)",0.49140893470790376,0.476027397260274,583
INTERGENIC,"ENSG00000233971[1,1,1]|retro_human_3962|RPS20P10-201|processed_pseudogene|chr2:71996880-71997233(-)",0.35795454545454547,0.384180790960452,353
INTERGENIC,"ENSG00000225658[1,1,1]|retro_human_7540|TAF13P2-201|processed_pseudogene|chr2:74359645-74360031(+)",0.36787564766839376,0.33678756476683935,386
INTERGENIC,"ENSG00000214429[1,1,1]|retro_human_4347|CYCSP6-201|processed_pseudogene|chr2:78417700-78418102(-)",0.46766169154228854,0.39800995024875624,402
INTERGENIC,"ENSG00000213399[1,1,1]|retro_human_8980|RPS2P17-201|processed_pseudogene|chr2:84917642-84918537(+)",0.6040268456375839,0.5602678571428571,895
INTERGENIC,"ENSG00000270532[1,1,1]|retro_human_10677|PEBP1P2-201|processed_pseudogene|chr2:85343221-85343879(-)",0.5896656534954408,0.574468085106383,658
INTERGENIC,"ENSG00000203363[1,1,1]|GPR160P1-201|processed_pseudogene|chr2:85688062-85689161(-)",0.3424408014571949,0.4672727272727273,1099
INTERGENIC,"ENSG00000214354[1,1,1]|retro_human_10673|PAFAH1B1P1-201|processed_pseudogene|chr2:87577847-87578884(-)",0.4266409266409266,0.47784200385356457,1037
INTERGENIC,"ENSG00000225933[1,1,1]|retro_human_4002|RPS14P5-201|processed_pseudogene|chr2:87666824-87667278(+)",0.40969162995594716,0.5682819383259912,454
INTERGENIC,"ENSG00000226481[1,1,1]|retro_human_3267|ACTR3BP2-201|processed_pseudogene|chr2:92100323-92101796(-)",0.4470108695652174,0.41383989145183175,1473
INTERGENIC,"ENSG00000213355[1,1,1]|retro_human_8214|CNN2P8-201|processed_pseudogene|chr2:95243809-95244822(+)",0.575098814229249,0.5996055226824457,1013
INTERGENIC,"ENSG00000269383[1,1,1]|retro_human_4376|CYCSP7-201|processed_pseudogene|chr2:100829048-100829439(-)",0.441025641025641,0.39285714285714285,391
INTERGENIC,"ENSG00000205716[1,1,1]|retro_human_9459|FAM183DP-201|processed_pseudogene|chr2:102708077-102708575(-)",0.5903614457831325,0.5783132530120482,498
INTERGENIC,"ENSG00000235325[1,1,1]|retro_human_3986|SRSF3P5-201|processed_pseudogene|chr2:108382260-108382851(-)",0.4711864406779661,0.4527027027027027,591
INTERGENIC,"ENSG00000227597[1,1,1]|retro_human_3612|WASF1P1-201|processed_pseudogene|chr2:108737643-108738874(+)",0.45365853658536587,0.4837662337662338,1231
INTERGENIC,"ENSG00000235644[1,1,1]|retro_human_3990|RPL10P5-201|processed_pseudogene|chr2:109172812-109173551(-)",0.5149051490514905,0.5486486486486486,739
INTERGENIC,"ENSG00000240069[1,1,1]|retro_human_9959|GPAA1P1-201|transcribed_processed_pseudogene|chr2:110406267-110407298(+)",0.5514563106796116,0.6395348837209303,1031
INTERGENIC,"ENSG00000216867[1,1,1]|retro_human_2159|RPL22P12-201|processed_pseudogene|chr2:111056794-111057281(+)",0.48559670781893005,0.36065573770491804,487
INTERGENIC,"ENSG00000240356[2,4,3]|RPL23AP7-202|transcribed_processed_pseudogene|chr2:114030549-114051868(-)",0.4298391569606212,0.3946200776483638,7212
INTERGENIC,"ENSG00000240356[2,4,3]|RPL23AP7-201|transcribed_processed_pseudogene|chr2:114030549-114051868(-)",0.4298391569606212,0.3946200776483638,7212
INTERGENIC,"ENSG00000144158[1,1,1]|retro_human_8616|SNRPA1P1-201|processed_pseudogene|chr2:114082589-114083457(+)",0.4838709677419355,0.4700460829493088,868
INTERGENIC,"ENSG00000236878[1,1,1]|MTATP6P26-201|processed_pseudogene|chr2:120645762-120646525(+)",0.3569553805774278,0.39528795811518325,763
INTERGENIC,"ENSG00000227738[1,1,1]|retro_human_5329|PSMD14P1-201|processed_pseudogene|chr2:124199493-124200494(+)",0.44,0.33532934131736525,1001
INTERGENIC,"ENSG00000274010[1,1,1]|retro_human_9137|ZFP91P1-201|processed_pseudogene|chr2:128275792-128277050(-)",0.5437201907790143,0.4610492845786963,1258
INTERGENIC,"ENSG00000230756[1,1,1]|retro_human_3188|RHOQP3-201|processed_pseudogene|chr2:130646715-130647436(-)",0.6138888888888889,0.3684210526315789,721
INTERGENIC,"ENSG00000213225[1,1,1]|retro_human_10407|NOC2LP1-202|transcribed_processed_pseudogene|chr2:130663224-130665559(+)",0.6023993144815767,0.6113013698630136,2335
INTERGENIC,"ENSG00000213225[3,1,2]|NOC2LP1-201|transcribed_processed_pseudogene|chr2:130665378-130666052(+)",0.629080118694362,0.4807121661721068,674
INTERGENIC,"ENSG00000236595[1,1,1]|MED15P5-201|processed_pseudogene|chr2:130685413-130686505(+)",0.6117216117216118,0.6483516483516484,1092
INTERGENIC,"ENSG00000284659[1,1,1]|AC073869.6-201|processed_pseudogene|chr2:131854360-131854580(-)",0.45454545454545453,0.5181818181818182,220
INTERGENIC,"ENSG00000214077[1,1,1]|retro_human_5102|GNAQP1-201|processed_pseudogene|chr2:131858495-131859662(-)",0.5145797598627787,0.4674657534246575,1167
INTERGENIC,"ENSG00000232742[1,1,1]|retro_human_7483|RHOQP2-201|processed_pseudogene|chr2:131895715-131896394(+)",0.6253687315634219,0.36764705882352944,679
INTERGENIC,"ENSG00000230992[1,1,1]|FAM201B-201|processed_pseudogene|chr2:132789016-132789713(+)",0.7068965517241379,0.7163323782234957,697
INTERGENIC,"ENSG00000233045[1,1,1]|retro_human_2117|RPL15P5-201|processed_pseudogene|chr2:138724226-138724963(+)",0.5217391304347826,0.45799457994579945,737
INTERGENIC,"ENSG00000229781[1,1,1]|retro_human_6118|RRN3P4-201|processed_pseudogene|chr2:143302376-143304380(+)",0.41916167664670656,0.406187624750499,2004
INTERGENIC,"ENSG00000224288[1,1,1]|MTCYBP11-201|processed_pseudogene|chr2:143541297-143542506(-)",0.36423841059602646,0.4,1209
INTERGENIC,"ENSG00000226839[1,1,1]|MTND6P11-201|processed_pseudogene|chr2:143542474-143543057(+)",0.32646048109965636,0.3698630136986301,583
INTERGENIC,"ENSG00000228848[1,1,1]|retro_human_1324|RPS20P13-201|processed_pseudogene|chr2:149320335-149320792(-)",0.4868421052631579,0.39737991266375544,457
INTERGENIC,"ENSG00000230562[1,1,1]|FAM133DP-201|processed_pseudogene|chr2:157832814-157833605(-)",0.44556962025316454,0.3383838383838384,791
INTERGENIC,"ENSG00000229641[1,1,1]|CYP2C56P-201|processed_pseudogene|chr2:164779206-164779597(+)",0.4153846153846154,0.5204081632653061,391
INTERGENIC,"ENSG00000233762[1,1,1]|retro_human_8427|RPS15P4-201|processed_pseudogene|chr2:171994373-171994917(-)",0.6286764705882353,0.5625,544
INTERGENIC,"ENSG00000237617[1,1,1]|AC013410.2-201|processed_pseudogene|chr2:174192198-174192499(-)",0.31333333333333335,0.4370860927152318,301
INTERGENIC,"ENSG00000235414[1,1,1]|retro_human_6919|RPSAP24-201|processed_pseudogene|chr2:174529314-174530287(+)",0.48148148148148145,0.5154004106776181,973
INTERGENIC,"ENSG00000179997[1,1,1]|retro_human_8620|RPA3P1-201|processed_pseudogene|chr2:174990572-174991033(+)",0.4652173913043478,0.354978354978355,461
INTERGENIC,"ENSG00000235655[1,1,1]|retro_human_8619|H3P6-201|processed_pseudogene|chr2:175208555-175209066(+)",0.5450980392156862,0.44921875,511
INTERGENIC,"ENSG00000223976[1,1,1]|EXTL2P1-201|processed_pseudogene|chr2:176330901-176331417(+)",0.3953488372093023,0.35271317829457366,516
INTERGENIC,"ENSG00000237260[1,1,1]|retro_human_8638|PPIAP67-201|processed_pseudogene|chr2:176826712-176827253(+)",0.45925925925925926,0.4280442804428044,541
INTERGENIC,"ENSG00000177855[1,1,1]|retro_human_2591|CACYBPP2-201|processed_pseudogene|chr2:184096092-184096870(-)",0.4524421593830334,0.37532133676092544,778
INTERGENIC,"ENSG00000227692[1,1,1]|retro_human_2816|MED28P3-201|processed_pseudogene|chr2:186853862-186854493(+)",0.45714285714285713,0.4462025316455696,631
INTERGENIC,"ENSG00000204253[1,1,1]|retro_human_10600|HNRNPCP2-201|processed_pseudogene|chr2:190412654-190413636(+)",0.4786150712830957,0.46028513238289204,982
INTERGENIC,"ENSG00000213946[1,1,1]|retro_human_9234|DNAJB1P1-201|processed_pseudogene|chr2:192369353-192370477(-)",0.6245551601423488,0.49644128113879005,1124
INTERGENIC,"ENSG00000235218[1,1,1]|retro_human_9235|DNAJC17P1-201|processed_pseudogene|chr2:193764985-193766032(-)",0.5736137667304015,0.5629770992366412,1047
INTERGENIC,"ENSG00000213104[1,1,1]|retro_human_3752|NPM1P46-201|processed_pseudogene|chr2:197863329-197864613(-)",0.46265560165975106,0.3581780538302277,965
INTERGENIC,"ENSG00000213938[1,1,1]|retro_human_2414|SEPHS1P6-201|processed_pseudogene|chr2:200143255-200144525(+)",0.49921259842519683,0.5291338582677165,1270
INTERGENIC,"ENSG00000224346[1,1,1]|retro_human_2416|BICD1P1-201|processed_pseudogene|chr2:201327643-201328965(+)",0.6036308623298033,0.5779122541603631,1322
INTERGENIC,"ENSG00000232719[1,1,1]|retro_human_708|RPL17P10-201|processed_pseudogene|chr2:201584775-201586630(+)",0.47514619883040937,0.4145985401459854,1369
INTERGENIC,"ENSG00000213082[1,1,1]|retro_human_2060|PPP1R14BP2-201|processed_pseudogene|chr2:208156039-208156583(+)",0.7169117647058824,0.5882352941176471,544
INTERGENIC,"ENSG00000231254[1,1,1]|retro_human_7524|PCED1CP-201|processed_pseudogene|chr2:213312912-213313797(+)",0.6764705882352942,0.708803611738149,885
INTERGENIC,"ENSG00000235444[1,1,1]|retro_human_4796|PSMB3P2-201|processed_pseudogene|chr2:217092687-217093407(-)",0.5222222222222223,0.48333333333333334,720
INTERGENIC,"ENSG00000231035[1,1,1]|retro_human_905|RPL7L1P9-201|processed_pseudogene|chr2:218243811-218244656(-)",0.4312796208530806,0.4657210401891253,845
INTERGENIC,"ENSG00000224928[1,1,1]|retro_human_56|KRT8P30-201|processed_pseudogene|chr2:219441723-219442473(-)",0.5733333333333334,0.616,750
INTERGENIC,"ENSG00000235225[1,1,1]|retro_human_7149|RPL31P17-201|processed_pseudogene|chr2:223211513-223211993(+)",0.48333333333333334,0.3625,480
INTERGENIC,"ENSG00000172799[1,1,1]|retro_human_3177|ZBTB8OSP2-201|processed_pseudogene|chr2:231918312-231918916(-)",0.4768211920529801,0.3576158940397351,604
INTERGENIC,"ENSG00000283312[1,1,1]|AC017104.3-201|processed_pseudogene|chr2:231978096-231979788(-)",0.36524822695035464,0.3546099290780142,1692
INTERGENIC,"ENSG00000224287[2,2,1]|retro_human_3971|MSL3P1-201|transcribed_processed_pseudogene|chr2:234354189-234357298(-)",0.49437148217636023,0.39587242026266417,2132
INTERGENIC,"ENSG00000224287[2,2,1]|MSL3P1-202|transcribed_processed_pseudogene|chr2:234354189-234357298(-)",0.49437148217636023,0.39587242026266417,2132
INTERGENIC,"ENSG00000271153[1,1,1]|retro_human_6773|RPL23AP88-1|processed_pseudogene|chr2:242685038-242685589(+)",0.49818181818181817,0.43478260869565216,551
INTERGENIC,"ENSG00000214074[1,1,1]|retro_human_2551|RPL23AP39-201|processed_pseudogene|chr3:1724126-1724631(+)",0.5277777777777778,0.40711462450592883,505
INTERGENIC,"ENSG00000229241[1,1,1]|retro_human_4567|PNPT1P1-201|processed_pseudogene|chr3:3977882-3980296(-)",0.4167357083678542,0.36785418392709196,2414
INTERGENIC,"ENSG00000180438[4,10,5]|TPRXL-205|transcribed_processed_pseudogene|chr3:14004305-14067981(+)",0.3675223470089388,0.43199266643749284,17453
INTERGENIC,"ENSG00000229468[1,1,1]|retro_human_9199|RPL39P18-201|processed_pseudogene|chr3:20016469-20016724(+)",0.47244094488188976,0.3828125,255
INTERGENIC,"ENSG00000236380[1,1,1]|retro_human_9200|VENTXP7-201|processed_pseudogene|chr3:21416142-21417016(+)",0.6842105263157895,0.620137299771167,874
INTERGENIC,"ENSG00000132967[1,1,1]|retro_human_9197|HMGB1P5-201|transcribed_processed_pseudogene|chr3:22386523-22387256(+)",0.46174863387978143,0.4332425068119891,733
INTERGENIC,"ENSG00000132967[1,1,2]|HMGB1P5-202|transcribed_processed_pseudogene|chr3:22386523-22387725(+)",0.4525790349417637,0.3610648918469218,1202
INTERGENIC,"ENSG00000237433[1,1,1]|retro_human_2557|RPSAP11-201|processed_pseudogene|chr3:32187774-32188752(+)",0.4948875255623722,0.523517382413088,978
INTERGENIC,"ENSG00000227337[1,1,1]|retro_human_2553|RPL23AP43-201|processed_pseudogene|chr3:32783801-32784371(+)",0.5052631578947369,0.4070175438596491,570
INTERGENIC,"ENSG00000230067[1,1,1]|retro_human_4584|HSPD1P6-201|transcribed_processed_pseudogene|chr3:36768410-36770193(-)",0.42312008978675647,0.413677130044843,1783
INTERGENIC,"ENSG00000236165[1,1,1]|retro_human_8406|PRADC1P1-201|processed_pseudogene|chr3:36977632-36978257(+)",0.5897435897435898,0.5591054313099042,625
INTERGENIC,"ENSG00000232439[1,1,1]|retro_human_10484|RPL18AP7-201|processed_pseudogene|chr3:38532795-38533419(-)",0.5352564102564102,0.6121794871794872,624
INTERGENIC,"ENSG00000228168[1,1,1]|retro_human_2948|HNRNPA1P21-201|processed_pseudogene|chr3:39347825-39348886(+)",0.4509433962264151,0.487758945386064,1061
